#node     #x        #y       #z
  1    1.000000  0.000000  7.000000
  2    1.000000  0.000000  7.500000
  3    3.000000  0.000000  7.250000
  4    5.000000  0.000000  6.750000
  5    7.000000  0.000000  6.000000
  6    9.000000  0.000000  5.000000
  7   11.000000  0.000000  3.500000
  8   13.000000  0.000000  1.500000
  9   14.000000  0.000000  0.000000
 10    0.965926  0.258819  7.000000
 11    0.965926  0.258819  7.500000
 12    2.897777  0.776457  7.250000
 13    4.829629  1.294095  6.750000
 14    6.761481  1.811733  6.000000
 15    8.693332  2.329371  5.000000
 16   10.625184  2.847009  3.500000
 17   12.557036  3.364648  1.500000
 18   13.522962  3.623467  0.000000
 19    0.866025  0.500000  7.000000
 20    0.866025  0.500000  7.500000
 21    2.598076  1.500000  7.250000
 22    4.330127  2.500000  6.750000
 23    6.062178  3.500000  6.000000
 24    7.794229  4.500000  5.000000
 25    9.526279  5.500000  3.500000
 26   11.258330  6.500000  1.500000
 27   12.124356  7.000000  0.000000
 28    0.707107  0.707107  7.000000
 29    0.707107  0.707107  7.500000
 30    2.121320  2.121320  7.250000
 31    3.535534  3.535534  6.750000
 32    4.949747  4.949747  6.000000
 33    6.363961  6.363961  5.000000
 34    7.778175  7.778175  3.500000
 35    9.192388  9.192388  1.500000
 36    9.899495  9.899495  0.000000
 37    0.500000  0.866025  7.000000
 38    0.500000  0.866025  7.500000
 39    1.500000  2.598076  7.250000
 40    2.500000  4.330127  6.750000
 41    3.500000  6.062178  6.000000
 42    4.500000  7.794229  5.000000
 43    5.500000  9.526279  3.500000
 44    6.500000 11.258330  1.500000
 45    7.000000 12.124356  0.000000
 46    0.258819  0.965926  7.000000
 47    0.258819  0.965926  7.500000
 48    0.776457  2.897777  7.250000
 49    1.294095  4.829629  6.750000
 50    1.811733  6.761481  6.000000
 51    2.329371  8.693332  5.000000
 52    2.847009 10.625184  3.500000
 53    3.364648 12.557036  1.500000
 54    3.623467 13.522962  0.000000
 55    0.000000  1.000000  7.000000
 56    0.000000  1.000000  7.500000
 57    0.000000  3.000000  7.250000
 58    0.000000  5.000000  6.750000
 59    0.000000  7.000000  6.000000
 60    0.000000  9.000000  5.000000
 61    0.000000 11.000000  3.500000
 62    0.000000 13.000000  1.500000
 63    0.000000 14.000000  0.000000
 64   -0.258819  0.965926  7.000000
 65   -0.258819  0.965926  7.500000
 66   -0.776457  2.897777  7.250000
 67   -1.294095  4.829629  6.750000
 68   -1.811733  6.761481  6.000000
 69   -2.329371  8.693332  5.000000
 70   -2.847009 10.625184  3.500000
 71   -3.364648 12.557036  1.500000
 72   -3.623467 13.522962  0.000000
 73   -0.500000  0.866025  7.000000
 74   -0.500000  0.866025  7.500000
 75   -1.500000  2.598076  7.250000
 76   -2.500000  4.330127  6.750000
 77   -3.500000  6.062178  6.000000
 78   -4.500000  7.794229  5.000000
 79   -5.500000  9.526279  3.500000
 80   -6.500000 11.258330  1.500000
 81   -7.000000 12.124356  0.000000
 82   -0.707107  0.707107  7.000000
 83   -0.707107  0.707107  7.500000
 84   -2.121320  2.121320  7.250000
 85   -3.535534  3.535534  6.750000
 86   -4.949747  4.949747  6.000000
 87   -6.363961  6.363961  5.000000
 88   -7.778175  7.778175  3.500000
 89   -9.192388  9.192388  1.500000
 90   -9.899495  9.899495  0.000000
 91   -0.866025  0.500000  7.000000
 92   -0.866025  0.500000  7.500000
 93   -2.598076  1.500000  7.250000
 94   -4.330127  2.500000  6.750000
 95   -6.062178  3.500000  6.000000
 96   -7.794229  4.500000  5.000000
 97   -9.526279  5.500000  3.500000
 98  -11.258330  6.500000  1.500000
 99  -12.124356  7.000000  0.000000
100   -0.965926  0.258819  7.000000
101   -0.965926  0.258819  7.500000
102   -2.897777  0.776457  7.250000
103   -4.829629  1.294095  6.750000
104   -6.761481  1.811733  6.000000
105   -8.693332  2.329371  5.000000
106  -10.625184  2.847009  3.500000
107  -12.557036  3.364648  1.500000
108  -13.522962  3.623467  0.000000
109   -1.000000  0.000000  7.000000
110   -1.000000  0.000000  7.500000
111   -3.000000  0.000000  7.250000
112   -5.000000  0.000000  6.750000
113   -7.000000  0.000000  6.000000
114   -9.000000  0.000000  5.000000
115  -11.000000  0.000000  3.500000
116  -13.000000  0.000000  1.500000
117  -14.000000  0.000000  0.000000
118   -0.965926 -0.258819  7.000000
119   -0.965926 -0.258819  7.500000
120   -2.897777 -0.776457  7.250000
121   -4.829629 -1.294095  6.750000
122   -6.761481 -1.811733  6.000000
123   -8.693332 -2.329371  5.000000
124  -10.625184 -2.847009  3.500000
125  -12.557036 -3.364648  1.500000
126  -13.522962 -3.623467  0.000000
127   -0.866025 -0.500000  7.000000
128   -0.866025 -0.500000  7.500000
